ID,AutoIds,Type,Name,Address,google-name,GScore,GRevCount,JScore,Tier,Must-Visit,Day,Note,Lat,Lon,LiveCensusLat,LiveCensusLon,store-pk,google-url
BBW,BBW1,Thrift,Bear Bottom Wholesale,"20 Ann St, Lockport, NY 14094",Bear Bottom Wholesale,4.0,46,3.0,Low,,,Looks like junk,43.173957818772,-78.684572697362,-Have Lat-,-Have Lon-,168,https://maps.app.goo.gl/qeJxyYxgNnaRXmzt9
SOGS,SOGS1,Antique,Sanborn Old General Store,"5856 Buffalo St, Sanborn, NY 14132",Sanborn Old General Store,4.6,105,2.5,Mid,,,Strong Boutique Vibe,43.137873203855,-78.889282427069,-Have Lat-,-Have Lon-,169,https://maps.app.goo.gl/asaGyxs6wbt66SbB6
NEAM,NEAM1,Antique,Niagara Emporium Antique Mall,"2016 Military Rd, Niagara Falls, NY 14304",Niagara Emporium Antique Mall,4.2,32,2.8,Top,,,Seems to focus on collectibles or modern things. A lot of display cabinets,43.097592310382,-78.975406838785,-Have Lat-,-Have Lon-,170,https://maps.app.goo.gl/Kw7DJTxataYH6JGV9
SCBAC,SCBAC1,Antique,Shawnee Country Barns Antique Co-Op,"6608 Shawnee Rd, North Tonawanda, NY 14120",Shawnee Country Barns Antique Co-Op,4.6,324,3.4,Mid,,,"Looks like a big barn of stuff, butalso a bit of modern and boutique mixed in.",43.107830711829,-78.836945196505,-Have Lat-,-Have Lon-,171,https://maps.app.goo.gl/wjGMwBBjoUKB8KHS8
ATBR,ATBR1,Junk,Attic To Basement Repeats,"83 Broad St, Tonawanda, NY 14150",Attic To Basement Repeats,4.6,93,3.8,Mid,,,Looks like a classic junk store,43.018744411558,-78.877844705473,-Have Lat-,-Have Lon-,172,https://maps.app.goo.gl/ERnWGqzrgqWqdBdb6
CGAE,CGAE1,Junk,CM Gold Antique & Estate Buyer,"5823 Main St, Williamsville, NY 14221",CM Gold Antique & Estate Buyer,4.8,79,3.6,Top,,,Seems to be an estate liquidator / pawn shop? Curious,42.964194551949,-78.736165118486,-Have Lat-,-Have Lon-,173,https://maps.app.goo.gl/3X7RQkJWWWGhRh3x6
HA,HA1,Junk,Hello Again,"8619 Main St, Williamsville, NY 14221",Hello Again,5.0,7,3.1,Mid,,,"Small junk store, if close by, sure",42.965197759976,-78.672004211382,-Have Lat-,-Have Lon-,174,https://maps.app.goo.gl/rHAnsWVfG26yc6x56
AB,AB1,Thrift,AMVETS Buffalo,"1833 Elmwood Ave, Buffalo, NY 14207",AMVETS Buffalo,4.2,448,4.6,Top,must-visit,,LARGE WAREHOUSE THRIFT!,42.945290339859,-78.878246854094,-Have Lat-,-Have Lon-,175,https://maps.app.goo.gl/wPS1Ym2fLps3sYwo6
OHVC,OHVC1,Vintage,October House Vintage & Consignment,"1361 Hertel Ave, Buffalo, NY 14216",October House Vintage & Consignment,4.8,17,3.6,Mid,,,"Small shop, good 'old people clothes' feel",42.947658817111,-78.857757729167,-Have Lat-,-Have Lon-,176,https://maps.app.goo.gl/pHTBSWSHab2kZg5h9
FTVA,FTVA1,Antique,Funky Town Vintage Antiques,"1165 Wehrle Dr, Buffalo, NY 14221",Funky Town Vintage Antiques,4.6,68,3.8,Top,,,"Yeah, mid century gems",42.949839355568,-78.738507789895,-Have Lat-,-Have Lon-,177,https://maps.app.goo.gl/6NE4ZBzy3nhpWcjQ7
COO,C,Antique,COOCOOU,"1261 Niagara St, Buffalo, NY 14213",COOCOOU,4.6,73,3.7,Mid,,,Mid Century dreaming,42.918225446058,-78.898962410311,-Have Lat-,-Have Lon-,178,https://maps.app.goo.gl/8nTMVsWq8pgt5NQ56
QCV,QCV1,Sports,Queen City Vintage,"746 Elmwood Ave, Buffalo, NY 14222",Queen City Vintage,4.6,54,4.6,Top,,,"Sports, not for me.",42.917371527172,-78.877106664837,-Have Lat-,-Have Lon-,179,https://maps.app.goo.gl/eEt1gzxL37jY1UP18
STR,STR1,Vintage,Save The Rags,"795 Elmwood Ave, Buffalo, NY 14222",Save The Rags,4.7,29,3.9,Top,,,Looks Solid Vintage.,42.918829775054,-78.876939221264,-Have Lat-,-Have Lon-,180,https://maps.app.goo.gl/m52cMKjs5aCGQcDX8
SDDS,SDDS1,Thrift,St.Vincent DePaul Discount Store,"1298 Main St, Buffalo, NY 14209",St.Vincent DePaul Discount Store,4.3,15,3.4,Mid,,,Not very big,42.908920948415,-78.866826557767,-Have Lat-,-Have Lon-,181,https://maps.app.goo.gl/9zuNSKdmWszF2iYS8
BR,BR1,ArchSalvage,Buffalo ReUse,"980 Northampton St, Buffalo, NY 14211",Buffalo ReUse,4.4,97,3.3,Mid,,,"Looks good, but prolly a skip",42.907242818179,-78.831071631474,-Have Lat-,-Have Lon-,182,https://maps.app.goo.gl/cww77RwYkfTbboiy8
TSSOB,TSSOB1,Thrift,The Serendipity Shoppe of Buffalo,"1 Symphony Cir, Buffalo, NY 14201",The Serendipity Shoppe of Buffalo,4.5,18,3.0,Mid,,,"Small thrift, little information",42.902520017006,-78.882580945211,-Have Lat-,-Have Lon-,183,https://maps.app.goo.gl/QSamouvvVPcGUbRR8
MCVB,MCVB1,Vintage,My Cuzin Vintage Buffalo,"168 Elmwood Ave, Buffalo, NY 14201",My Cuzin Vintage,4.2,222,2.5,Mid,,,If only 1990s were vintage,42.901441220402,-78.877223717213,-Have Lat-,-Have Lon-,184,https://maps.app.goo.gl/Mz3VsTAnMP9oXwXp7
BRV,B,Vintage,Backroomvintage,"497 Franklin St, Buffalo, NY 14202",Backroomvintage,4.4,55,3.7,Top,,,Has potential; lots of funk,42.899276428136,-78.872236361391,-Have Lat-,-Have Lon-,185,https://maps.app.goo.gl/gf9YB8XguGYmDbVq7
SA,SA1,Antique,Sloan's Antiques,"730 William St, Buffalo, NY 14206",Sloan's Antiques,4.4,78,3.8,Mid,,,Piles of dusty junk - YEP,42.885118349062,-78.844716871256,-Have Lat-,-Have Lon-,186,https://maps.app.goo.gl/gU6fUv2byaGk5ipK8
SBSA,SBSA1,Antique,Side By Side Antiques,"26 Abbott Rd, Buffalo, NY 14220",Side By Side Antiques,4.2,15,1.3,Low,,,Looks like someone's home,42.856962437387,-78.828229548647,-Have Lat-,-Have Lon-,187,https://maps.app.goo.gl/iH6BQc1m1WWWocja6
SLADD,SLTS2,Thrift,Southtowns LADD Thrift Shop,"2280 Seneca St, Buffalo, NY 14210",Southtowns LADD Thrift Shop,4.5,24,3.4,Low,,,Small thrift store. Little information,42.851200585555,-78.804782571052,-Have Lat-,-Have Lon-,188,https://maps.app.goo.gl/rUSwDdKsnkfkcsr97
ATSWS,ATSWS1,Thrift,AMVETS Thrift Store West Seneca,"1900 Ridge Rd, West Seneca, NY 14224",AMVETS Thrift Store West Seneca,4.4,313,4.1,High,,,BIG warehouse thrift - YEP,42.828791050897,-78.784309435252,-Have Lat-,-Have Lon-,189,https://maps.app.goo.gl/rQg1KTEtQLs6hpEcA
AKRTS,AKRTS1,Thrift,A King's Ransom - Thrift Shop and Furniture Consignment,"3748 South Park Ave, Buffalo, NY 14219",A King's Ransom - Thrift Shop and Furniture Consignment,4.2,28,3.0,Low,,,,42.797504659936,-78.823804361564,-Have Lat-,-Have Lon-,190,https://maps.app.goo.gl/ci7TKFNxLoF3T8ZS8
HTSHFT,HTSHF,Thrift,Hearts Thrift Store - Hearts for the Homeless Thrift Store (Tonawanda),"2217 Sheridan Dr, Buffalo, NY 14223",Hearts Thrift Store - Hearts for the Homeless Thrift Store (Tonawanda),4.3,25,4.0,High,,,A clean well organized thrift store!,42.980811214442,-78.850974884193,-Have Lat-,-Have Lon-,191,https://maps.app.goo.gl/NDraoZyLu4KetnFW8
HTSHFB,HTSHF1,Thrift,Hearts Thrift Store - Hearts for the Homeless Thrift Store (Buffalo),"890 Tonawanda St, Buffalo, NY 14207",Hearts Thrift Store - Hearts for the Homeless Thrift Store (Buffalo),4.5,96,4.3,High,,,A clean well organized thrift store!,42.952777142833,-78.905501188492,-Have Lat-,-Have Lon-,192,https://maps.app.goo.gl/GBSn8DTpstzTx1oR6
SAVERST,S,Thrift,Savers,"2309 Eggert Rd, Tonawanda Town, NY 14150",Savers,4.1,723,5.0,High,must-visit,,SAVERS!,42.981112399689,-78.825751077632,-Have Lat-,-Have Lon-,193,https://maps.app.goo.gl/FQfGEq1amMif8S6q7
HFHRN,HFHRN1,Thrift,Habitat for Humanity ReStore North,"1030 Niagara Fls Blvd, Tonawanda Town, NY 14150",Habitat for Humanity ReStore North,4.5,103,3.5,High,,,Appears to be mostly furniture an building stuff,42.982005056700,-78.822964007753,-Have Lat-,-Have Lon-,194,https://maps.app.goo.gl/kGg7Mr7wBBUhA88UA
SCB,SC,Consignment,Second Chic,"810 Elmwood Ave, Buffalo, NY 14222",Second Chic,4.5,106,2.0,Mid,,,Consignment shop?,42.919207068392,-78.877093506075,-Have Lat-,-Have Lon-,195,https://maps.app.goo.gl/vXCdqq71HgKDm6u59
SAVERSB,S1,Thrift,Savers,"3701 McKinley Pkwy, Buffalo, NY 14219",Savers,3.8,410,4.8,High,must-visit,,"SAVERS! (42.7853963,-78.8107985)",42.785396300000,-78.810798500000,-Have Lat-,-Have Lon-,196,https://maps.app.goo.gl/UPsf9NNDkN28s7Rh9
MSTS,MSTS1,Thrift,Main Street thrift store,"2637 Main St, Buffalo, NY 14214",Main Street thrift store,5.0,12,3.0,Low,,,Small Local Thrift store,42.939313386817,-78.838902984769,-Have Lat-,-Have Lon-,197,https://maps.app.goo.gl/DjEmzcU1LJs7THLi7
HFHRS,HFHRS1,Thrift,Habitat for Humanity ReStore - South,"1675 South Park Ave, Buffalo, NY 14220",Habitat for Humanity ReStore - South,4.3,107,3.5,Mid,,,"Solid, mostly furniture and building supplies",42.852866447608,-78.826179878173,-Have Lat-,-Have Lon-,198,https://maps.app.goo.gl/gryUX89mivYgk9bq8
SAVERSR,S2,Thrift,Savers,"980 Ridge Rd, Webster, NY 14580",Savers,4.0,488,5.0,HIgh,,,Savers!,43.208852107704,-77.460114345954,-Have Lat-,-Have Lon-,199,https://maps.app.goo.gl/jPXc793WwJ3MReoW7
TSAFSRO,TSAFS2,Thrift,The Salvation Army Family Store & Donation Center,"114 E 4th St, Royal Oak, MI 48067",The Salvation Army Family Store & Donation Center,3.7,335,3.5,Mid,,,Regular small Salation Armani,42.487229636950,-83.143962061469,-Have Lat-,-Have Lon-,200,https://maps.app.goo.gl/BKCVrVNfC3v952TWA
CR,CR1,Thrift,Council Resale,"3297 12 Mile Rd, Berkley, MI 48072",Council Resale,4.1,111,3.4,Mid,,,Small Local Thrift store,42.502987878223,-83.191678632857,-Have Lat-,-Have Lon-,201,https://maps.app.goo.gl/94QKM1TBSz7gDMWJ8
GCOHT,GCOHT1,Thrift,Grace Centers of Hope Thrift Store & Donation Center- Oak Park,"FR68+8P, 23105 Coolidge Hwy, Oak Park, MI 48237",Grace Centers of Hope Thrift Store & Donation Center- Oak Park,4.0,21,3.5,Mid,,,Medium size Local Thrift store,42.460492460131,-83.182088667996,-Have Lat-,-Have Lon-,202,https://maps.app.goo.gl/WdFxadtzWMYWVzoz5
LC,LC1,Vintage,Leah's Closet,"722 W Eleven Mile Rd, Royal Oak, MI 48067",Leah's Closet,4.8,33,3.0,Mid,,,Not a lot of information; vintage clothing,42.489954773168,-83.137031571047,-Have Lat-,-Have Lon-,203,https://maps.app.goo.gl/jFzLDjd2gLQKJTaT6
SVDPT,SVDPT1,Thrift,St. Vincent de Paul Thrift Store,"28720 N Stephenson Hwy, Madison Heights, MI 48071",St. Vincent de Paul Thrift Store,3.9,309,3.2,Mid,,,"A bit sparse but otherwise, perfectly normal",42.489825000000,-83.304478900000,-Have Lat-,-Have Lon-,204,https://maps.app.goo.gl/qSVGra51AQz1ksLX8
EUR,EUR1,Thrift,Encore Upscale Resale,"29080 Southfield Rd, Southfield, MI 48076",Encore Upscale Resale,4.3,241,3.4,Mid,,,Small Local Thrift store,42.503181600000,-83.374342300000,-Have Lat-,-Have Lon-,205,https://maps.app.goo.gl/Bf7jEHeyKzdRSV9s5
RR,RR1,Thrift,Retro Rescuers,"477 W Marshall St, Ferndale, MI 48220",Retro Rescuers,5.0,16,3.1,Low,,,Listed as a Furniture store but pictures indicate otherwise.,42.45461569,-83.13733603,-Have Lat-,-Have Lon-,206,https://maps.app.goo.gl/4mSsfhSzy4GUsxnHA
PTS,PTS1,Thrift,Presbyterian Thrift Shop,"331 N Main St, Plymouth, MI 48170",Presbyterian Thrift Shop,4.7,103,3.6,Mid,,,"Smal church thrift store; appears good quality. Closed Sunday, Monday",42.37502453,-83.46374378,-Have Lat-,-Have Lon-,207,https://maps.app.goo.gl/dTZxxEjFZJ2SiPj9A
N2Y,N2Y1,Furniture,New 2 You,"1021 Novi Rd, Northville, MI 48167",New 2 You,4.4,81,3.0,Mid,,,"Mostly furniture, has a low end  Home Goods vibe",42.442841000000,-83.501509000000,-Have Lat-,-Have Lon-,208,https://maps.app.goo.gl/z2cvQWbUtGjLzcar9
SOMM,SOMM1,Thrift,Seeds Of Mercy Mission,"32232 W 8 Mile Rd, Farmington Hills, MI 48336",Seeds Of Mercy Mission,5.0,8,2.8,Low,,,Small Local Thrift store,42.44094873,-83.36354833,-Have Lat-,-Have Lon-,209,https://maps.app.goo.gl/YRt9Ruu6D7oqBghq5
TSAFSAH,TSAFS3,Thrift,The Salvation Army Family Store & Donation Center,"605 S Opdyke Rd, Auburn Hills, MI 48326",The Salvation Army Family Store & Donation Center,4.1,311,3.5,Mid,,,Standard decent Salvation Army,42.6305796,-83.24930213,-Have Lat-,-Have Lon-,210,https://maps.app.goo.gl/uyaoR51YSzAPH3zVA
FTRS,FTRS1,Thrift,Freedom Treasures Resale Store,"7570 Cooley Lake Rd, Waterford Township, MI 48327",Freedom Treasures Resale Store,4.7,161,3.5,Mid,,,Solid little thrift store,42.61510427,-83.43989128,-Have Lat-,-Have Lon-,211,https://maps.app.goo.gl/92iZeiNmbSse99A97
ODTS,ODTS1,Thrift,Open Door Thrift Store,"7140 Cooley Lake Rd, Waterford Township, MI 48327",Open Door Thrift Store,4.6,64,3.2,Mid,,,Small Local Thrift store,42.61558586,-83.42429124,-Have Lat-,-Have Lon-,212,https://maps.app.goo.gl/7mtDCQAtAeNy6L879
TSAFSWB,TSAFS4,Thrift,The Salvation Army Family Store & Donation Center,"3232 Orchard Lake Rd, West Bloomfield Township, MI 48324",The Salvation Army Family Store & Donation Center,4.0,446,3.6,Mid,,,"Good size, well organized Salvation Army",42.60343092,-83.34878492,-Have Lat-,-Have Lon-,213,https://maps.app.goo.gl/MSCQTvrF2QtDvNbA9
AU,AU1,Antique,Antiques & Uniques,"30200 Euclid Ave, Wickliffe, OH 44092",Antiques & Uniques,5.0,"3,536",4.8,Top,must-visit,,Looks great!,41.61622423,-81.46074243,-Have Lat-,-Have Lon-,214,https://maps.app.goo.gl/a8gG16bD7JBMEEyS8
MB,MB1,Antique,Miscellaneous Barn,"190 Mantle Rd, Painesville, OH 44077",Miscellaneous Barn,4.8,42,3.9,Mid,,,"Big warehouse, interesting",41.74432556,-81.2274313,-Have Lat-,-Have Lon-,215,https://maps.app.goo.gl/NT2Vbbhv8YbMcqvq6
GJE,GJE1,Junk,Grandma Jaree's Emporium,"25 McMaster St, Auburn, NY 13021",Grandma Jaree's Emporium,4.0,144,4.9,Top,must-visit,,OMG Giant Warehouse,42.93271633,-76.57297966,-Have Lat-,-Have Lon-,216,https://maps.app.goo.gl/nFnMA74ou19UHKEr7
PLAM,PLAM1,Antique,Penny Lane Antique Mall,"319 Waterloo Geneva Rd, Geneva, NY 14456",Penny Lane Antique Mall,4.4,375,3.5,Mid,,,,42.932919700000,-77.183119700000,-Have Lat-,-Have Lon-,217,https://maps.app.goo.gl/CFNuUszs8AXt11NT9
AU2,AU3,Antique,Antique Underground,"124 E Jefferson St, Syracuse, NY 13202",Antique Underground,4.5,26,3.3,Mid,,,,43.04697009,-76.15125491,-Have Lat-,-Have Lon-,218,https://maps.app.goo.gl/ru4MPJecb9PPJoSg7
PLTS,PLTS1,Thrift,Pot Luck Thrift Shop,"7843 Oxbow Rd, Canastota, NY 13032",Pot Luck Thrift Shop,4.2,34,3.3,Low,,,,43.067661200000,-76.971127900000,-Have Lat-,-Have Lon-,219,https://maps.app.goo.gl/r1ea7GcuHkK7TXux7
TJD,TJD1,Antique,The Junkyard's Daughter,"325 Broad St, Waverly, NY 14892",The Junkyard's Daughter,4.5,35,3.7,Top,,,,42.00106888,-76.54053472,-Have Lat-,-Have Lon-,220,https://maps.app.goo.gl/rg2wcmcUZCe2Ksaq7
TFJM,TFJM1,Antique,The Funky Junk Market,"62 North Ave Suite 1B, Owego, NY 13827",The Funky Junk Market,3.8,4,3.3,Mid,,,Not a lot of information,42.10450979,-76.26296453,-Have Lat-,-Have Lon-,221,https://maps.app.goo.gl/9fcGe6n8EcnW6gBZ6
OOAU,OOAU1,Junk,"Old, Odd, and Unique","93, 91 Clinton St, Binghamton, NY 13905","Old, Odd, and Unique",4.6,56,4.0,Mid,,,Promising classic junk store,42.10511081,-75.922147,-Have Lat-,-Have Lon-,222,https://maps.app.goo.gl/FjApZXXAdVuoFKQn7
JPAAC,JPAAC1,Antique,Julies Place Antiques and Collectibles,"3300 E Main St, Endwell, NY 13760",Julies Place Antiques and Collectibles,5.0,12,4.0,Mid,,,,42.10655585,-76.02109236,-Have Lat-,-Have Lon-,223,https://maps.app.goo.gl/TwvM3zMsFZyfkNCn6
GSADC,GSADC1,Thrift,Goodwill Store and Donations: Canton,"41937 Ford Rd, Canton Township, MI 48187",Goodwill Store and Donations: Canton,3.6,390,3.5,Mid,,,Open 7 days,42.32270218,-83.45432569,-Have Lat-,-Have Lon-,224,https://maps.app.goo.gl/6pWPjWjpUhLjBt9v6
TSAFSCT,TSAFS5,Thrift,The Salvation Army Family Store & Donation Center,"43403 Joy Rd, Canton Township, MI 48187",The Salvation Army Family Store & Donation Center,4.0,558,3.7,Top,,,,42.35143979,-83.46917003,-Have Lat-,-Have Lon-,225,https://maps.app.goo.gl/NSPVmBBNnPWNdKgZ6
GIOSM,GIOSM1,Thrift,Goodwill Industries of Southeastern Michigan - Saline Store,"423 E Michigan Ave, Saline, MI 48176",Goodwill Industries of Southeastern Michigan - Saline Store,3.9,174,3.7,Mid,,,,42.1702625,-83.77384578,-Have Lat-,-Have Lon-,226,https://maps.app.goo.gl/snqTYGTEbYWiwgmW7
NARS,NARS1,Thrift,Nu2U Again Resale Shop,"1311 E Michigan Ave, Saline, MI 48176",Nu2U Again Resale Shop,4.5,127,3.6,Mid,,,,42.17421411,-83.76440785,-Have Lat-,-Have Lon-,227,https://maps.app.goo.gl/1Y8TDEQAzGNxDBUV6
SCR,SCR1,Thrift,SCRAP Creative Reuse,"4567 Washtenaw Ave, Ann Arbor, MI 48108",SCRAP Creative Reuse,4.6,187,3.8,Top,,,Looks like an art . craft supply shop?,42.25267524,-83.67351038,-Have Lat-,-Have Lon-,228,https://maps.app.goo.gl/yhQ5iHvBPxkTmPMd8
MCAG,MCAG1,Antique,Motor City Antique Gallery,"13431 Telegraph Rd, Flat Rock, MI 48134",Motor City Antique Gallery,4.6,971,4.0,Top,,,Looks like large warehouse of antiques. Closed Mondays,42.07318624,-83.30926085,-Have Lat-,-Have Lon-,229,https://maps.app.goo.gl/cezz42p2hiE7VbaT7
PACM,PACM1,Antique,Plaza Antiques & Collectables Mall,"2621 Dix Hwy, Lincoln Park, MI 48146",Plaza Antiques & Collectables Mall,4.8,24,3.7,Top,,,Closed Mondays,42.24662625,-83.1952484,-Have Lat-,-Have Lon-,230,https://maps.app.goo.gl/2aixqEf1WA88GBWG9
VA,VA1,Antique,Village Antiques,"22630 Michigan Ave, Dearborn, MI 48124",Village Antiques,4.3,118,3.3,Mid,,,"Closed Sun, Mon",42.3039335,-83.25414445,-Have Lat-,-Have Lon-,231,https://maps.app.goo.gl/FUNwkfBFnAa5tGtAA
CCA,CCA1,Antique,Craftique Craft & antique,"5846 Middlebelt Rd, Garden City, MI 48135",Craftique Craft & antique,4.3,201,3.3,Low,,,"Looks like crafts and antiques, but multi-dealer. ",42.3275606,-83.6342806,-Have Lat-,-Have Lon-,232,https://maps.app.goo.gl/jnQk56fscyUSMqU89
TPCAA,TPCAA1,Antique,Town Peddler Craft and Antique Mall,"35323 Plymouth Rd, Livonia, MI 48150",Town Peddler Craft and Antique Mall,4.7,"1,970",4.0,Top,must-visit,,Looks like a LARGE place with great ratings,42.36786559,-83.39102513,-Have Lat-,-Have Lon-,233,https://maps.app.goo.gl/vXrAqD8TSDAYoMd38
VVACV,VVACV1,Antique,Vintage Vibes Antiques Collectibles Vinyl,"16320 Middlebelt Rd, Livonia, MI 48154",Vintage Vibes Antiques Collectibles Vinyl,4.7,23,3.4,Mid,,,,42.40685083,-83.33486458,-Have Lat-,-Have Lon-,234,https://maps.app.goo.gl/UVkkDFBjU1sDT7GKA
TBIN,TBIN1,Antique,The Barn in Northville,"48120 Eight Mile W, Northville, MI 48167",The Barn in Northville,4.5,121,3.8,Top,,,,42.43630175,-83.51971918,-Have Lat-,-Have Lon-,235,https://maps.app.goo.gl/u6givXwwQVTpspY56
OFA,OFA1,Antique,Odd Fellows Antiques,"3248 12 Mile Rd, Berkley, MI 48072",Odd Fellows Antiques,4.6,248,3.7,Top,,,,42.50309275,-83.19198748,-Have Lat-,-Have Lon-,236,https://maps.app.goo.gl/QfjiPjWLERR1y38V7
SAL,SAL1,Antique,Sinclair Antiques Llc,"550 S Rochester Rd, Clawson, MI 48017",Sinclair Antiques Llc,4.8,178,3.5,Mid,,,Closed Monday Tuesday,42.52967495,-83.1369883,-Have Lat-,-Have Lon-,237,https://maps.app.goo.gl/D3U92AegWkPGuGL37
CAE,CAE1,Antique,Clawson Antiques Etc,"118 S Main St, Clawson, MI 48017",Clawson Antiques Etc,4.6,53,3.4,Mid,,,Closed Monday Tuesday,42.53252298,-83.14623104,-Have Lat-,-Have Lon-,238,https://maps.app.goo.gl/5SzBeSLtrN1H1n1j7
CAM,CAM1,Antique,Chelsea Antique Mall,"1178 S Main St, Chelsea, MI 48118",Chelsea Antique Mall,4.3,146,3.6,Mid,,,Closed on Monday,42.30574512,-84.02125036,-Have Lat-,-Have Lon-,239,https://maps.app.goo.gl/tQuCJwYeMU9sWx7EA
FCFIA,FCFIA1,Thrift,"Full Circle Foundation, Inc. and Upscale Resale Shop","17006 Mack Ave, Grosse Pointe Park, MI 48230","Full Circle Foundation, Inc. and Upscale Resale Shop",4.7,33,3.4,Mid,,,Looks like a local thrift store,42.39442445,-82.92330565,-Have Lat-,-Have Lon-,240,https://maps.app.goo.gl/GcLvCURCukFRkdbH7
TAF,TAF1,Vintage,Torn and Frayed,"1930 W Stadium Blvd, Ann Arbor, MI 48103",Torn and Frayed,4.9,37,3.6,Mid,,,Looks like a mid out of the way vintage store,42.26869781,-83.77199742,-Have Lat-,-Have Lon-,241,https://maps.app.goo.gl/pJfiw94SF6FvX51AA
TSAFS6,TSAFS7,Thrift,The Salvation Army Family Store & Donation Center,"34150 Southbound Gratiot Ave, Clinton Township, MI 48035",The Salvation Army Family Store & Donation Center,4.4,"1,127",4.0,Mid,,,,42.54881857,-82.9026725,-Have Lat-,-Have Lon-,242,https://maps.app.goo.gl/bk74XDq4Ro1FMoj4A
VWT-ClinTown,VWT11,Thrift,Value World Thrift,"33955 Gratiot Ave, Clinton Township, MI 48035",Value World Thrift,4.0,498,4.5,Mid,,,,42.54653487,-82.9048307,-Have Lat-,-Have Lon-,243,https://maps.app.goo.gl/8L8QFwCWCYVWrsq17
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!
,,,,,,,,,,,,,,,,,,#REF!